"TIME","GEO","INDIC_ED","Value"
"2004","Liechtenstein","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.29"
"2004","Liechtenstein","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2004","Liechtenstein","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2004","Liechtenstein","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2004","Liechtenstein","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2004","Liechtenstein","Total public expenditure on education as % of gross national income, for all levels of education combined",":"
"2004","Norway","Total public expenditure on education as % of GDP, for all levels of education combined","7.42"
"2004","Norway","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.87"
"2004","Norway","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.61"
"2004","Norway","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","2.38"
"2004","Norway","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.56"
"2004","Norway","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","6.05"
"2004","Norway","Public subsidies to the private sector as % of GDP, for all levels of education combined","1.38"
"2004","Norway","Total public expenditure on education as % of total public expenditure, for all levels of education combined","16.45"
"2004","Norway","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","13.40"
"2004","Norway","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","3.05"
"2004","Norway","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.05"
"2004","Norway","Total public expenditure on education as % of gross national income, for all levels of education combined","7.41"
"2004","Switzerland","Total public expenditure on education as % of GDP, for all levels of education combined","5.55"
"2004","Switzerland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.57"
"2004","Switzerland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.25"
"2004","Switzerland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.42"
"2004","Switzerland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.32"
"2004","Switzerland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.39"
"2004","Switzerland","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.16"
"2004","Switzerland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","15.47"
"2004","Switzerland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","15.02"
"2004","Switzerland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.45"
"2004","Switzerland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.56"
"2004","Switzerland","Total public expenditure on education as % of gross national income, for all levels of education combined","5.20"
"2004","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of GDP, for all levels of education combined",":"
"2004","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)",":"
"2004","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)",":"
"2004","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)",":"
"2004","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level",":"
"2004","Former Yugoslav Republic of Macedonia, the","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined",":"
"2004","Former Yugoslav Republic of Macedonia, the","Public subsidies to the private sector as % of GDP, for all levels of education combined",":"
"2004","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2004","Former Yugoslav Republic of Macedonia, the","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2004","Former Yugoslav Republic of Macedonia, the","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2004","Former Yugoslav Republic of Macedonia, the","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2004","Former Yugoslav Republic of Macedonia, the","Total public expenditure on education as % of gross national income, for all levels of education combined",":"
"2004","Turkey","Total public expenditure on education as % of GDP, for all levels of education combined","3.12"
"2004","Turkey","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.55"
"2004","Turkey","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","0.68"
"2004","Turkey","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.87"
"2004","Turkey","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.02"
"2004","Turkey","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","2.94"
"2004","Turkey","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.18"
"2004","Turkey","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2004","Turkey","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2004","Turkey","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2004","Turkey","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.08"
"2004","Turkey","Total public expenditure on education as % of gross national income, for all levels of education combined","4.06"
"2004","Albania","Total public expenditure on education as % of GDP, for all levels of education combined",":"
"2004","Albania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)",":"
"2004","Albania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)",":"
"2004","Albania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)",":"
"2004","Albania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level",":"
"2004","Albania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined",":"
"2004","Albania","Public subsidies to the private sector as % of GDP, for all levels of education combined",":"
"2004","Albania","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2004","Albania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2004","Albania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2004","Albania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2004","Albania","Total public expenditure on education as % of gross national income, for all levels of education combined",":"
"2004","United States","Total public expenditure on education as % of GDP, for all levels of education combined","5.32"
"2004","United States","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.76"
"2004","United States","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.95"
"2004","United States","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.30"
"2004","United States","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.31"
"2004","United States","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.05"
"2004","United States","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.27"
"2004","United States","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2004","United States","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2004","United States","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2004","United States","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","2.33"
"2004","United States","Total public expenditure on education as % of gross national income, for all levels of education combined","5.42"
"2004","Japan","Total public expenditure on education as % of GDP, for all levels of education combined","3.59"
"2004","Japan","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.27"
"2004","Japan","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.37"
"2004","Japan","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.64"
"2004","Japan","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.31"
"2004","Japan","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.47"
"2004","Japan","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.12"
"2004","Japan","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2004","Japan","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2004","Japan","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2004","Japan","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","1.21"
"2004","Japan","Total public expenditure on education as % of gross national income, for all levels of education combined","3.52"
"2005","European Union (27 countries)","Total public expenditure on education as % of GDP, for all levels of education combined","5.04"
"2005","European Union (27 countries)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.15"
"2005","European Union (27 countries)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.25"
"2005","European Union (27 countries)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.15"
"2005","European Union (27 countries)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.48"
"2005","European Union (27 countries)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.72"
"2005","European Union (27 countries)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.32"
"2005","European Union (27 countries)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.89"
"2005","European Union (27 countries)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","10.20"
"2005","European Union (27 countries)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.69"
"2005","European Union (27 countries)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.69"
"2005","European Union (27 countries)","Total public expenditure on education as % of gross national income, for all levels of education combined","5.04"
"2005","European Union (25 countries)","Total public expenditure on education as % of GDP, for all levels of education combined","5.06"
"2005","European Union (25 countries)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)",":"
"2005","European Union (25 countries)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)",":"
"2005","European Union (25 countries)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)",":"
"2005","European Union (25 countries)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level",":"
"2005","European Union (25 countries)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined",":"
"2005","European Union (25 countries)","Public subsidies to the private sector as % of GDP, for all levels of education combined",":"
"2005","European Union (25 countries)","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2005","European Union (25 countries)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2005","European Union (25 countries)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2005","European Union (25 countries)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined",":"
"2005","European Union (25 countries)","Total public expenditure on education as % of gross national income, for all levels of education combined",":"
"2005","Euro area (15 countries)","Total public expenditure on education as % of GDP, for all levels of education combined","4.89"
"2005","Euro area (15 countries)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.05"
"2005","Euro area (15 countries)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.24"
"2005","Euro area (15 countries)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.12"
"2005","Euro area (15 countries)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.49"
"2005","Euro area (15 countries)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.61"
"2005","Euro area (15 countries)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.28"
"2005","Euro area (15 countries)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.37"
"2005","Euro area (15 countries)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.77"
"2005","Euro area (15 countries)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.60"
"2005","Euro area (15 countries)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.61"
"2005","Euro area (15 countries)","Total public expenditure on education as % of gross national income, for all levels of education combined","4.89"
"2005","Euro area (13 countries)","Total public expenditure on education as % of GDP, for all levels of education combined","4.89"
"2005","Euro area (13 countries)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.05"
"2005","Euro area (13 countries)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.23"
"2005","Euro area (13 countries)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.12"
"2005","Euro area (13 countries)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.49"
"2005","Euro area (13 countries)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.60"
"2005","Euro area (13 countries)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.28"
"2005","Euro area (13 countries)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.35"
"2005","Euro area (13 countries)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.75"
"2005","Euro area (13 countries)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.60"
"2005","Euro area (13 countries)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.61"
"2005","Euro area (13 countries)","Total public expenditure on education as % of gross national income, for all levels of education combined","4.88"
"2005","Belgium","Total public expenditure on education as % of GDP, for all levels of education combined","5.92"
"2005","Belgium","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.40"
"2005","Belgium","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.55"
"2005","Belgium","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.28"
"2005","Belgium","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.69"
"2005","Belgium","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.62"
"2005","Belgium","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.30"
"2005","Belgium","Total public expenditure on education as % of total public expenditure, for all levels of education combined","11.42"
"2005","Belgium","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","10.84"
"2005","Belgium","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.58"
"2005","Belgium","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.35"
"2005","Belgium","Total public expenditure on education as % of gross national income, for all levels of education combined","5.88"
"2005","Bulgaria","Total public expenditure on education as % of GDP, for all levels of education combined","4.25"
"2005","Bulgaria","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.86"
"2005","Bulgaria","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.95"
"2005","Bulgaria","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.72"
"2005","Bulgaria","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.72"
"2005","Bulgaria","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.60"
"2005","Bulgaria","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.65"
"2005","Bulgaria","Total public expenditure on education as % of total public expenditure, for all levels of education combined","11.40"
"2005","Bulgaria","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.66"
"2005","Bulgaria","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.73"
"2005","Bulgaria","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.58"
"2005","Bulgaria","Total public expenditure on education as % of gross national income, for all levels of education combined","4.25"
"2005","Czech Republic","Total public expenditure on education as % of GDP, for all levels of education combined","4.08"
"2005","Czech Republic","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.59"
"2005","Czech Republic","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.14"
"2005","Czech Republic","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.86"
"2005","Czech Republic","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.49"
"2005","Czech Republic","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.90"
"2005","Czech Republic","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.18"
"2005","Czech Republic","Total public expenditure on education as % of total public expenditure, for all levels of education combined","9.48"
"2005","Czech Republic","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.07"
"2005","Czech Republic","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.41"
"2005","Czech Republic","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.55"
"2005","Czech Republic","Total public expenditure on education as % of gross national income, for all levels of education combined","4.26"
"2005","Denmark","Total public expenditure on education as % of GDP, for all levels of education combined","8.30"
"2005","Denmark","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.93"
"2005","Denmark","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","3.02"
"2005","Denmark","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","2.38"
"2005","Denmark","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.97"
"2005","Denmark","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","6.84"
"2005","Denmark","Public subsidies to the private sector as % of GDP, for all levels of education combined","1.46"
"2005","Denmark","Total public expenditure on education as % of total public expenditure, for all levels of education combined","15.72"
"2005","Denmark","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","12.96"
"2005","Denmark","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","2.76"
"2005","Denmark","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.57"
"2005","Denmark","Total public expenditure on education as % of gross national income, for all levels of education combined","8.18"
"2005","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, for all levels of education combined","4.57"
"2005","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.66"
"2005","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.29"
"2005","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.15"
"2005","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.47"
"2005","Germany (until 1990 former territory of the FRG)","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.21"
"2005","Germany (until 1990 former territory of the FRG)","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.36"
"2005","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of total public expenditure, for all levels of education combined","9.74"
"2005","Germany (until 1990 former territory of the FRG)","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","8.97"
"2005","Germany (until 1990 former territory of the FRG)","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.77"
"2005","Germany (until 1990 former territory of the FRG)","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.92"
"2005","Germany (until 1990 former territory of the FRG)","Total public expenditure on education as % of gross national income, for all levels of education combined","4.52"
"2005","Estonia","Total public expenditure on education as % of GDP, for all levels of education combined","4.88"
"2005","Estonia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.23"
"2005","Estonia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.33"
"2005","Estonia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.92"
"2005","Estonia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.39"
"2005","Estonia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.60"
"2005","Estonia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.28"
"2005","Estonia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","14.53"
"2005","Estonia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","13.68"
"2005","Estonia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.85"
"2005","Estonia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.38"
"2005","Estonia","Total public expenditure on education as % of gross national income, for all levels of education combined","5.07"
"2005","Ireland","Total public expenditure on education as % of GDP, for all levels of education combined","4.72"
"2005","Ireland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.59"
"2005","Ireland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.03"
"2005","Ireland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.10"
"2005","Ireland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.00"
"2005","Ireland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.22"
"2005","Ireland","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.50"
"2005","Ireland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","13.92"
"2005","Ireland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","12.43"
"2005","Ireland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","1.49"
"2005","Ireland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.29"
"2005","Ireland","Total public expenditure on education as % of gross national income, for all levels of education combined","5.48"
"2005","Greece","Total public expenditure on education as % of GDP, for all levels of education combined","4.09"
"2005","Greece","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.16"
"2005","Greece","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.45"
"2005","Greece","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.48"
"2005","Greece","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level",":"
"2005","Greece","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.07"
"2005","Greece","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.02"
"2005","Greece","Total public expenditure on education as % of total public expenditure, for all levels of education combined","9.17"
"2005","Greece","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","9.12"
"2005","Greece","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.06"
"2005","Greece","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.26"
"2005","Greece","Total public expenditure on education as % of gross national income, for all levels of education combined","4.15"
"2005","Spain","Total public expenditure on education as % of GDP, for all levels of education combined","4.23"
"2005","Spain","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.09"
"2005","Spain","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","1.67"
"2005","Spain","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.95"
"2005","Spain","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.52"
"2005","Spain","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.10"
"2005","Spain","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.13"
"2005","Spain","Total public expenditure on education as % of total public expenditure, for all levels of education combined","11.00"
"2005","Spain","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","10.67"
"2005","Spain","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.33"
"2005","Spain","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.53"
"2005","Spain","Total public expenditure on education as % of gross national income, for all levels of education combined","4.29"
"2005","France","Total public expenditure on education as % of GDP, for all levels of education combined","5.67"
"2005","France","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.15"
"2005","France","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.68"
"2005","France","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.20"
"2005","France","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.64"
"2005","France","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","5.45"
"2005","France","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.22"
"2005","France","Total public expenditure on education as % of total public expenditure, for all levels of education combined","10.59"
"2005","France","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","10.18"
"2005","France","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.41"
"2005","France","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.55"
"2005","France","Total public expenditure on education as % of gross national income, for all levels of education combined","5.59"
"2005","Croatia","Total public expenditure on education as % of GDP, for all levels of education combined","3.98"
"2005","Croatia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.84"
"2005","Croatia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","0.91"
"2005","Croatia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.75"
"2005","Croatia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.49"
"2005","Croatia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","3.98"
"2005","Croatia","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.03"
"2005","Croatia","Total public expenditure on education as % of total public expenditure, for all levels of education combined",":"
"2005","Croatia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined",":"
"2005","Croatia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined",":"
"2005","Croatia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.28"
"2005","Croatia","Total public expenditure on education as % of gross national income, for all levels of education combined","4.08"
"2005","Italy","Total public expenditure on education as % of GDP, for all levels of education combined","4.41"
"2005","Italy","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.08"
"2005","Italy","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.11"
"2005","Italy","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.76"
"2005","Italy","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.46"
"2005","Italy","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","4.21"
"2005","Italy","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.20"
"2005","Italy","Total public expenditure on education as % of total public expenditure, for all levels of education combined","9.20"
"2005","Italy","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","8.79"
"2005","Italy","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","0.41"
"2005","Italy","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","0.40"
"2005","Italy","Total public expenditure on education as % of gross national income, for all levels of education combined","4.41"
"2005","Cyprus","Total public expenditure on education as % of GDP, for all levels of education combined","6.95"
"2005","Cyprus","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","1.90"
"2005","Cyprus","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","3.12"
"2005","Cyprus","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","1.59"
"2005","Cyprus","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.34"
"2005","Cyprus","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","6.04"
"2005","Cyprus","Public subsidies to the private sector as % of GDP, for all levels of education combined","0.92"
"2005","Cyprus","Total public expenditure on education as % of total public expenditure, for all levels of education combined","16.12"
"2005","Cyprus","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","14.00"
"2005","Cyprus","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","2.12"
"2005","Cyprus","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","1.21"
"2005","Cyprus","Total public expenditure on education as % of gross national income, for all levels of education combined","7.25"
"2005","Latvia","Total public expenditure on education as % of GDP, for all levels of education combined","5.09"
"2005","Latvia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","0.79"
"2005","Latvia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","2.77"
"2005","Latvia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","0.89"
"2005","Latvia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","0.63"
