Número d'expedient,Codi districte,Nom districte,NK barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia de setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció torn,Descripció causa vianant,Número de morts,Número de lesionats lleus,Número de lesionats greus,Número de víctimes,Número de vehicles implicats,Coordenada UTM (Y),Coordenada UTM (X)
2010S003835,4,Les Corts,41-4-19,les Corts,162002,Josep Tarradellas,0141 0141,Dijous,4,Laboral,2010,6,Juny,3,18,Tarda,Desconegut,0,1,0,1,3,"4582498,15","428387,20"
2010S001089,4,Les Corts,41-4-19,les Corts,40300,Berlín,0081 0081,Divendres,5,Laboral,2010,2,Febrer,12,22,Nit,Desconegut,0,1,0,1,2,"4581762,84","428134,03"
2010S001562,4,Les Corts,41-4-19,les Corts,40300,Berlín,0101 0101,Dijous,4,Laboral,2010,3,Març,4,14,Tarda,Desconegut,0,2,0,2,2,"4581827,43","428195,24"
2010S002260,4,Les Corts,43-4-21,Pedralbes,144601,Diagonal,0694 0696,Diumenge,7,Laboral,2010,4,Abril,4,10,Matí,Desconegut,0,0,0,0,1,"4581879,09","425725,65"
2010S003567,4,Les Corts,43-4-21,Pedralbes,115400,Esplugues,0071 0071,Dilluns,1,Laboral,2010,5,Maig,24,17,Tarda,Desconegut,0,1,0,1,2,"4582393,41","425460,58"
2010S001212,4,Les Corts,43-4-21,Pedralbes,115400,Esplugues,0071 0071,Dijous,4,Laboral,2010,2,Febrer,18,13,Matí,Desconegut,0,1,0,1,2,"4582393,41","425460,58"
2010S004610,4,Les Corts,43-4-21,Pedralbes,115400,Esplugues,0097 0097,Divendres,5,Laboral,2010,7,Juliol,2,15,Tarda,Desconegut,0,1,0,1,2,"4582677,92","425726,44"
2010S003956,4,Les Corts,43-4-21,Pedralbes,232403,Bisbe Català,0011 0011,Dimarts,2,Laboral,2010,6,Juny,8,04,Nit,Desconegut,0,1,0,1,1,"4583116,70","425967,33"
2010S007923,4,Les Corts,43-4-21,Pedralbes,601,Abadessa Olzet,0016 0016,Divendres,5,Laboral,2010,11,Novembre,19,00,Nit,Desconegut,0,0,0,0,1,"4582702,09","425772,86"
2010S006831,4,Les Corts,43-4-21,Pedralbes,144601,Diagonal,0698 0698,Divendres,5,Laboral,2010,10,Octubre,8,04,Nit,Desconegut,0,2,0,2,2,"4581850,62","425606,62"
2010S006102,4,Les Corts,43-4-21,Pedralbes,8308,Alfambra,0018 0018,Dijous,4,Laboral,2010,9,Setembre,9,21,Tarda,Desconegut,0,1,0,1,2,"4582077,62","425801,85"
2010S004366,4,Les Corts,43-4-21,Pedralbes,213806,Miret i Sans,0041 0041,Dimarts,2,Laboral,2010,6,Juny,22,17,Tarda,Desconegut,0,2,0,2,2,"4582765,20","425499,77"
2010S002569,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,102306,Doctor Marañón,0004 0004,Dissabte,6,Laboral,2010,4,Abril,17,12,Matí,Desconegut,0,1,0,1,2,"4581439,87","426229,86"
2010S001485,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,312400,Sants,0384 0384,Dilluns,1,Laboral,2010,3,Març,1,18,Tarda,Desconegut,0,1,0,1,2,"4580850,26","426595,44"
2010S003819,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,144601,Diagonal,0621 0621,Dijous,4,Laboral,2010,6,Juny,3,08,Matí,Desconegut,0,1,0,1,2,"4582161,01","426973,84"
2010S000619,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,144601,Diagonal,0623 0627,Dimecres,3,Laboral,2010,1,Gener,27,09,Matí,Desconegut,0,1,0,1,2,"4582147,88","426933,25"
2010S004864,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,144601,Diagonal,0629B0629B,Dimarts,2,Laboral,2010,7,Juliol,13,07,Matí,Desconegut,0,1,0,1,2,"4582128,36","426838,60"
2010S008483,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,144601,Diagonal,0641 0641,Dijous,4,Laboral,2010,12,Desembre,9,18,Tarda,Desconegut,0,1,0,1,2,"4582017,83","426497,30"
2010S006833,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,144601,Diagonal,0645 0645,Divendres,5,Laboral,2010,10,Octubre,8,08,Matí,Desconegut,0,0,0,0,1,"4581911,88","426174,59"
2010S007368,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,144601,Diagonal,0645 0645,Divendres,5,Laboral,2010,10,Octubre,29,19,Tarda,Desconegut,0,1,0,1,1,"4581911,88","426174,59"
2010S007125,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,244209,Joan XXIII,0018 0018,Dimecres,3,Laboral,2010,10,Octubre,20,20,Tarda,Desconegut,0,0,1,1,1,"4581861,82","426647,40"
2010S002528,4,Les Corts,43-4-21,Pedralbes,193108,Manuel Girona,0024X0024X,Dijous,4,Laboral,2010,4,Abril,15,18,Tarda,Desconegut,0,1,0,1,2,"4582474,21","426605,28"
2010S007616,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,244300,Pius XII,0003 0003,Dilluns,1,Laboral,2010,11,Novembre,8,22,Nit,Desconegut,0,1,0,1,2,"4582083,56","426709,45"
2010S003254,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,244300,Pius XII,0005 0005,Dimecres,3,Laboral,2010,5,Maig,12,19,Tarda,Desconegut,0,1,0,1,2,"4582039,14","426621,53"
2010S001982,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,244300,Pius XII,9999 9999,Diumenge,7,Laboral,2010,3,Març,21,23,Nit,Desconegut,0,1,0,1,2,"4582067,01","426672,01"
2010S007548,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,247750,Pau Gargallo,0001 0009,Divendres,5,Laboral,2010,11,Novembre,5,21,Tarda,Desconegut,0,1,0,1,2,"4581683,42","425906,64"
2010S005518,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,144601,Diagonal,0653 0659,Diumenge,7,Laboral,2010,8,Agost,8,23,Nit,Desconegut,0,5,0,5,3,"4581756,34","425678,59"
2010S001967,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,144601,Diagonal,0661 0671,Diumenge,7,Laboral,2010,3,Març,21,13,Matí,Desconegut,0,1,0,1,2,"4581711,05","425556,93"
2010S006337,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,144601,Diagonal,0689 0701,Diumenge,7,Laboral,2010,9,Setembre,19,19,Tarda,Desconegut,0,2,0,2,3,"4581577,14","425144,81"
2010S006908,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,700761,Torre Melina,0002 0006,Dilluns,1,Laboral,2010,10,Octubre,11,19,Tarda,Desconegut,0,1,0,1,2,"4581514,09","425463,49"
2010S005710,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,700811,Albert Bastardas,0022 0022,Dissabte,6,Laboral,2010,8,Agost,21,18,Tarda,Desconegut,0,0,0,0,2,"4581415,15","425407,45"
2010S005897,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,700906,Manuel Azaña,0004 0004,Dimecres,3,Laboral,2010,9,Setembre,1,12,Matí,Desconegut,0,1,0,1,2,"4581045,31","425602,61"
2010S001311,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,66508,Carles III,0069 0069,Dilluns,1,Laboral,2010,2,Febrer,22,19,Tarda,Desconegut,0,1,0,1,2,"4581796,82","427019,05"
2010S008730,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,66508,Carles III,0069 0069,Divendres,5,Laboral,2010,12,Desembre,17,10,Matí,Desconegut,0,1,0,1,2,"4581796,82","427019,05"
2010S008348,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,700945,Josep Sunyol i Garriga,0009U0009U,Divendres,5,Laboral,2010,12,Desembre,3,12,Matí,Desconegut,0,1,0,1,2,"4580991,63","425678,28"
2010S005033,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,66508,Carles III,0045 0045,Dilluns,1,Laboral,2010,7,Juliol,19,22,Nit,Desconegut,0,1,0,1,2,"4581577,23","427069,54"
2010S009062,4,Les Corts,42-4-20,la Maternitat i Sant Ramon,207202,Mejía Lequerica,0008 0008,Divendres,5,Laboral,2010,12,Desembre,31,18,Tarda,Desconegut,0,1,0,1,3,"4581565,79","426973,75"
2010S008064,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,28000,Augusta,0055 0057,Dimecres,3,Laboral,2010,11,Novembre,24,08,Matí,Desconegut,0,3,0,3,2,"4583317,79","429214,80"
2010S002143,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,32700,Balmes,0170B0170B,Dissabte,6,Laboral,2010,3,Març,27,11,Matí,Desconegut,0,6,0,6,2,"4583024,45","429316,31"
2010S003847,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,8501,Alfons XII,0054 0054,Divendres,5,Laboral,2010,6,Juny,4,02,Nit,Desconegut,0,1,0,1,2,"4583472,34","428814,43"
2010S004001,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,223606,Muntaner,0293 0295,Dimecres,3,Laboral,2010,6,Juny,9,12,Matí,Desconegut,0,1,0,1,2,"4583121,77","428627,28"
2010S002766,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,28000,Augusta,0093 0093,Dissabte,6,Laboral,2010,4,Abril,24,13,Matí,Creuar per fora pas de vianants,0,2,0,2,1,"4583613,24","428925,13"
2010S006941,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,144601,Diagonal,0482 0482,Dimecres,3,Laboral,2010,10,Octubre,13,14,Tarda,Desconegut,0,2,0,2,4,"4583031,70","429389,29"
2010S008259,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,144601,Diagonal,0482 0482,Dimarts,2,Laboral,2010,11,Novembre,30,15,Tarda,Desconegut,0,1,0,1,2,"4583031,70","429389,29"
2010S008187,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,144601,Diagonal,0490 0500,Diumenge,7,Laboral,2010,11,Novembre,28,16,Tarda,Desconegut,0,1,0,1,2,"4583015,69","429340,23"
2010S004700,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,144601,Diagonal,0490 0500,Dimarts,2,Laboral,2010,7,Juliol,6,14,Tarda,Desconegut,0,1,0,1,2,"4583015,69","429340,23"
2010S007712,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,28000,Augusta,0173 0173,Dijous,4,Laboral,2010,11,Novembre,11,23,Nit,Desconegut,0,1,0,1,2,"4583324,33","428293,58"
2010S006207,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,187105,Madrazo,0113 0113,Dimarts,2,Laboral,2010,9,Setembre,14,15,Tarda,Desconegut,0,1,0,1,1,"4583266,77","428603,31"
2010S003445,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,144601,Diagonal,0514 0514,Dimecres,3,Laboral,2010,5,Maig,19,15,Tarda,Desconegut,0,3,0,3,2,"4582976,97","429219,29"
2010S002016,4,Les Corts,43-4-21,Pedralbes,701267,Dalt (Besòs),000600000,Dimarts,2,Laboral,2010,3,Març,23,14,Tarda,Desconegut,0,1,0,1,4,"4582815,55","425554,87"
2010S007025,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,318804,Santaló,0138 0142,Dissabte,6,Laboral,2010,10,Octubre,16,21,Tarda,Desconegut,0,3,0,3,2,"4583549,28","428127,85"
2010S001249,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,143904,General Mitre,0072 0072,Divendres,5,Laboral,2010,2,Febrer,19,18,Tarda,Desconegut,0,1,0,1,2,"4583317,39","427560,87"
2010S008197,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,275905,Ravella,0016 0016,Dilluns,1,Laboral,2010,11,Novembre,29,09,Matí,Desconegut,0,1,0,1,2,"4583587,65","427874,35"
2010S008149,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,144601,Diagonal,0626 0626,Divendres,5,Laboral,2010,11,Novembre,26,17,Tarda,Desconegut,0,2,0,2,2,"4582616,44","428054,94"
2010S008950,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,139805,Ganduxer,0066B0066B,Dissabte,6,Laboral,2010,12,Desembre,25,14,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,"4583248,77","427746,89"
2010S000266,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,143904,General Mitre,0128B0128B,Dimecres,3,Laboral,2010,1,Gener,13,19,Tarda,Desconegut,0,1,0,1,2,"4583808,08","427940,56"
2010S006853,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,113007,Escoles Pies,0001 0001,Divendres,5,Laboral,2010,10,Octubre,8,14,Tarda,Desconegut,0,1,0,1,11,"4582895,84","427804,05"
2010S004909,5,Sarrià-Sant Gervasi,52-5-23,Sarrià,701267,Dalt (Besòs),000670000,Dimecres,3,Laboral,2010,7,Juliol,14,18,Tarda,Desconegut,0,2,0,2,3,"4583431,26","425863,54"
2010S002331,5,Sarrià-Sant Gervasi,52-5-23,Sarrià,320908,Sarrià a Vallvidrera,0154 0154,Dimecres,3,Laboral,2010,4,Abril,7,21,Tarda,Desconegut,0,1,0,1,2,"4584412,88","425566,92"
2010S003021,5,Sarrià-Sant Gervasi,52-5-23,Sarrià,37350,J. V. Foix,0033 0033,Dilluns,1,Laboral,2010,5,Maig,3,19,Tarda,Desconegut,0,1,0,1,2,"4582980,18","426448,41"
2010S002175,5,Sarrià-Sant Gervasi,52-5-23,Sarrià,701268,Dalt (Llobregat),000720000,Dimarts,2,Laboral,2010,3,Març,30,07,Matí,Desconegut,0,1,0,1,2,"4583855,70","426111,54"
2010S001908,5,Sarrià-Sant Gervasi,52-5-23,Sarrià,28000,Augusta,0383 0383,Divendres,5,Laboral,2010,3,Març,19,08,Matí,Desconegut,1,0,0,1,3,"4583846,12","426391,40"
2010S002395,5,Sarrià-Sant Gervasi,52-5-23,Sarrià,28000,Augusta,0358 0358,Dissabte,6,Laboral,2010,4,Abril,10,19,Tarda,Desconegut,0,1,0,1,7,"4583703,31","426647,28"
2010S005190,5,Sarrià-Sant Gervasi,52-5-23,Sarrià,62802,Caponata,0022 0022,Diumenge,7,Laboral,2010,7,Juliol,25,19,Tarda,Desconegut,0,1,0,1,2,"4583002,08","426499,87"
2010S004731,5,Sarrià-Sant Gervasi,52-5-23,Sarrià,206505,Major de Sarrià,0156 0156,Dimecres,3,Laboral,2010,7,Juliol,7,15,Tarda,Desconegut,0,1,0,1,2,"4583655,44","426470,69"
2010S003593,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,32700,Balmes,0353 0353,Dimarts,2,Laboral,2010,5,Maig,25,16,Tarda,Desconegut,0,1,0,1,2,"4583947,67","428274,11"
2010S000862,5,Sarrià-Sant Gervasi,51-5-26,Sant Gervasi - Galvany,143904,General Mitre,0164 0164,Divendres,5,Laboral,2010,2,Febrer,5,11,Matí,Desconegut,0,1,0,1,2,"4583991,15","428179,02"
2010S007544,5,Sarrià-Sant Gervasi,52-5-24,les Tres Torres,11903,Alt de Gironella,0063V0063V,Divendres,5,Laboral,2010,11,Novembre,5,15,Tarda,Desconegut,0,1,0,1,2,"4583161,14","427512,23"
2010S002979,5,Sarrià-Sant Gervasi,52-5-24,les Tres Torres,54906,Calatrava,0036 0038,Dissabte,6,Laboral,2010,5,Maig,1,23,Nit,Desconegut,0,2,0,2,2,"4583529,04","427264,88"
2010S003453,5,Sarrià-Sant Gervasi,52-5-24,les Tres Torres,28000,Augusta,0257 0257,Dimecres,3,Laboral,2010,5,Maig,19,18,Tarda,Desconegut,0,1,0,1,2,"4583264,77","427479,73"
2010S005425,5,Sarrià-Sant Gervasi,52-5-24,les Tres Torres,103502,Doctor Roux,0018 0018,Dimarts,2,Laboral,2010,8,Agost,3,23,Nit,Desconegut,0,4,0,4,2,"4583012,07","427483,68"
2010S004918,5,Sarrià-Sant Gervasi,52-5-23,Sarrià,38900,Benet Mateu,0048 0050,Dimecres,3,Laboral,2010,7,Juliol,14,21,Tarda,Desconegut,0,1,0,1,2,"4582851,56","426957,28"
2010S008744,5,Sarrià-Sant Gervasi,52-5-24,les Tres Torres,169205,José de Agulló,0011 0011,Divendres,5,Laboral,2010,12,Desembre,17,21,Tarda,Desconegut,0,1,0,1,2,"4583021,35","427578,84"
2010S008190,5,Sarrià-Sant Gervasi,52-5-24,les Tres Torres,196106,Maria Auxiliadora,0029 0029,Diumenge,7,Laboral,2010,11,Novembre,28,20,Tarda,Desconegut,0,1,0,1,2,"4582879,58","427121,42"
2010S000998,5,Sarrià-Sant Gervasi,52-5-24,les Tres Torres,143904,General Mitre,0001X0001X,Dimecres,3,Laboral,2010,2,Febrer,10,16,Tarda,Desconegut,0,1,0,1,2,"4582737,35","427292,30"
2010S008191,5,Sarrià-Sant Gervasi,52-5-24,les Tres Torres,28000,Augusta,0262 0262,Diumenge,7,Laboral,2010,11,Novembre,28,23,Nit,Desconegut,0,1,0,1,2,"4583296,64","427489,95"
2010S008384,5,Sarrià-Sant Gervasi,52-5-24,les Tres Torres,28000,Augusta,0262 0262,Diumenge,7,Laboral,2010,12,Desembre,5,00,Nit,Desconegut,0,1,0,1,2,"4583296,64","427489,95"
2010S000008,5,Sarrià-Sant Gervasi,52-5-24,les Tres Torres,16204,Àngel Guimerà,0001 0001,Dissabte,6,Laboral,2010,1,Gener,2,00,Nit,Desconegut,0,2,0,2,1,"4582988,34","427573,10"
2010S002710,5,Sarrià-Sant Gervasi,52-5-23,Sarrià,278007,Reina Elisenda de Montcada,0006 0006,Dijous,4,Laboral,2010,4,Abril,22,13,Matí,Desobeir el senyal del semàfor,0,1,0,1,1,"4583527,20","426530,36"
2010S006028,5,Sarrià-Sant Gervasi,53-5-25,Sant Gervasi - la Bonanova,701267,Dalt (Besòs),000920000,Dilluns,1,Laboral,2010,9,Setembre,6,20,Tarda,Desconegut,0,2,0,2,2,"4585153,11","427607,14"
2010S008712,5,Sarrià-Sant Gervasi,53-5-25,Sant Gervasi - la Bonanova,701268,Dalt (Llobregat),000940000,Dijous,4,Laboral,2010,12,Desembre,16,19,Tarda,Desconegut,0,1,0,1,1,"4585187,32","427806,49"
2010S006262,5,Sarrià-Sant Gervasi,53-5-25,Sant Gervasi - la Bonanova,193006,Manuel Arnús,0010 0010,Dijous,4,Laboral,2010,9,Setembre,16,04,Nit,Desconegut,0,1,0,1,2,"4585398,02","427502,71"
2010S005375,5,Sarrià-Sant Gervasi,53-5-25,Sant Gervasi - la Bonanova,38706,Benedetti,0002 0002,Diumenge,7,Laboral,2010,8,Agost,1,13,Matí,Desconegut,0,0,1,1,2,"4584455,97","426739,91"
2010S008825,5,Sarrià-Sant Gervasi,53-5-25,Sant Gervasi - la Bonanova,701267,Dalt (Besòs),000800000,Dimarts,2,Laboral,2010,12,Desembre,21,19,Tarda,Desconegut,0,3,0,3,4,"4584409,35","426677,32"
2010S003027,5,Sarrià-Sant Gervasi,53-5-27,el Putxet i el Farró,143904,General Mitre,0255U0255U,Dimarts,2,Laboral,2010,5,Maig,4,09,Matí,Desconegut,0,1,0,1,2,"4584189,01","428800,93"
2010S007179,5,Sarrià-Sant Gervasi,53-5-27,el Putxet i el Farró,32700,Balmes,0460 0462,Divendres,5,Laboral,2010,10,Octubre,22,19,Tarda,Desconegut,0,2,0,2,2,"4584593,16","427905,89"
2010S003961,5,Sarrià-Sant Gervasi,53-5-25,Sant Gervasi - la Bonanova,339203,Torras i Pujalt,0061 0061,Dimarts,2,Laboral,2010,6,Juny,8,09,Matí,Desconegut,0,0,0,0,2,"4583914,34","427492,43"
2010S000250,5,Sarrià-Sant Gervasi,53-5-25,Sant Gervasi - la Bonanova,143904,General Mitre,0105 0105,Dimarts,2,Laboral,2010,1,Gener,12,21,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,"4583614,80","427736,80"
2010S007037,5,Sarrià-Sant Gervasi,53-5-25,Sant Gervasi - la Bonanova,169500,Josep Balari,0002B0002B,Dilluns,1,Laboral,2010,10,Octubre,18,08,Matí,Desconegut,0,2,0,2,3,"4583633,58","427546,42"
2010S006485,5,Sarrià-Sant Gervasi,53-5-25,Sant Gervasi - la Bonanova,143904,General Mitre,0145 0145,Dissabte,6,Laboral,2010,9,Setembre,25,09,Matí,Desconegut,0,3,0,3,2,"4583861,10","427943,96"
2010S006492,5,Sarrià-Sant Gervasi,53-5-27,el Putxet i el Farró,369306,Saragossa,0058 0058,Dissabte,6,Laboral,2010,9,Setembre,25,17,Tarda,Desconegut,0,1,0,1,2,"4583855,38","428759,25"
2010S001906,5,Sarrià-Sant Gervasi,54-5-22,"Vallvidrera, el Tibidabo i les Planes",700059,Vallvidrera a les Planes,000440000,Divendres,5,Laboral,2010,3,Març,19,08,Matí,Desconegut,0,1,0,1,2,"4585687,92","425283,13"
2010S000976,6,Gràcia,61-6-28,Vallcarca i els Penitents,158107,Vallcarca,0028 0028,Dimarts,2,Laboral,2010,2,Febrer,9,19,Tarda,Transitar a peu per la calçada,0,1,0,1,1,"4584495,79","428853,09"
2010S004836,5,Sarrià-Sant Gervasi,54-5-22,"Vallvidrera, el Tibidabo i les Planes",700059,Vallvidrera a les Planes,0010 0018,Dilluns,1,Laboral,2010,7,Juliol,12,03,Nit,Desconegut,0,1,0,1,2,"4585790,91","424516,59"
2010S003665,6,Gràcia,61-6-28,Vallcarca i els Penitents,701267,Dalt (Besòs),0006E0000,Divendres,5,Laboral,2010,5,Maig,28,05,Nit,Desconegut,0,1,0,1,2,"4585269,57","427928,36"
2010S003259,6,Gràcia,61-6-28,Vallcarca i els Penitents,701267,Dalt (Besòs),000960000,Dijous,4,Laboral,2010,5,Maig,13,08,Matí,Desconegut,0,2,0,2,4,"4585327,77","427947,56"
2010S003319,6,Gràcia,61-6-28,Vallcarca i els Penitents,701268,Dalt (Llobregat),000950000,Dissabte,6,Laboral,2010,5,Maig,15,14,Tarda,Desconegut,0,1,0,1,5,"4585248,06","427886,68"
2010S005632,6,Gràcia,61-6-28,Vallcarca i els Penitents,158107,Vallcarca,0223 0225,Dimarts,2,Laboral,2010,8,Agost,17,10,Matí,Desconegut,0,1,0,1,2,"4585567,88","428199,96"
2010S005753,6,Gràcia,61-6-28,Vallcarca i els Penitents,64502,Cardedeu,0002 0002,Dimarts,2,Laboral,2010,8,Agost,24,15,Tarda,Desconegut,0,1,0,1,1,"4585198,08","428574,31"
2010S007253,6,Gràcia,61-6-28,Vallcarca i els Penitents,701103,Alfonso Comín,0005 0005,Dilluns,1,Laboral,2010,10,Octubre,25,17,Tarda,Desconegut,0,1,0,1,2,"4585156,15","428007,56"
2010S002165,6,Gràcia,61-6-28,Vallcarca i els Penitents,147508,Gomis,0055 0055,Dilluns,1,Laboral,2010,3,Març,29,15,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,"4585038,40","428081,80"
2010S006293,6,Gràcia,61-6-28,Vallcarca i els Penitents,158107,Vallcarca,0166 0166,Divendres,5,Laboral,2010,9,Setembre,17,08,Matí,Desconegut,0,1,0,1,2,"4585103,67","428392,59"
2010S005604,6,Gràcia,61-6-28,Vallcarca i els Penitents,701268,Dalt (Llobregat),000970000,Dissabte,6,Laboral,2010,8,Agost,14,04,Nit,Desconegut,0,0,0,0,1,"4585401,51","428016,83"
2010S001235,6,Gràcia,61-6-28,Vallcarca i els Penitents,116901,Esteve Terradas,0037 0041,Divendres,5,Laboral,2010,2,Febrer,19,10,Matí,Creuar per fora pas de vianants,0,1,0,1,1,"4585011,53","428176,22"
2010S004672,6,Gràcia,62-6-31,la Vila de Gràcia,229001,Nord,0014 0014,Dilluns,1,Laboral,2010,7,Juliol,5,17,Tarda,Altres,0,1,0,1,1,"4584273,52","429379,85"
2010S002473,6,Gràcia,62-6-31,la Vila de Gràcia,30908,Badia,0001 0001,Dijous,4,Laboral,2010,4,Abril,8,17,Tarda,Desconegut,0,0,0,0,4,"4583883,86","429300,33"
2010S006133,6,Gràcia,61-6-30,la Salut,56504,Camèlies,0029 0029,Dissabte,6,Laboral,2010,9,Setembre,11,07,Matí,Desconegut,0,2,0,2,2,"4584792,24","429789,39"
2010S006080,6,Gràcia,61-6-30,la Salut,344000,Dalt,0100 0102,Dimecres,3,Laboral,2010,9,Setembre,8,18,Tarda,Desconegut,0,0,0,0,1,"4584751,65","429617,90"
2010S007068,6,Gràcia,61-6-30,la Salut,344000,Dalt,0100 0102,Dimarts,2,Laboral,2010,10,Octubre,19,02,Nit,Desconegut,0,0,0,0,1,"4584751,65","429617,90"
2010S000044,6,Gràcia,62-6-31,la Vila de Gràcia,123408,Lesseps,0002 0002,Dilluns,1,Laboral,2010,1,Gener,4,10,Matí,Desconegut,0,1,0,1,1,"4584176,42","428986,74"
2010S006068,6,Gràcia,61-6-30,la Salut,320205,Santuari St Josep Muntanya,0002 0002,Dimecres,3,Laboral,2010,9,Setembre,8,13,Matí,Desconegut,0,1,0,1,1,"4584592,61","429370,30"
2010S002075,6,Gràcia,61-6-30,la Salut,274200,Ramiro de Maeztu,0041 0041,Dijous,4,Laboral,2010,3,Març,25,13,Matí,Desconegut,0,1,0,1,2,"4585287,23","429548,93"
2010S001564,6,Gràcia,61-6-30,la Salut,7906,Ca l'Alegre de Dalt,0099 0099,Dijous,4,Laboral,2010,3,Març,4,14,Tarda,Desconegut,0,2,0,2,3,"4584835,75","429661,14"
2010S001203,6,Gràcia,61-6-30,la Salut,112004,Escorial,0194 0196,Dijous,4,Laboral,2010,2,Febrer,18,08,Matí,Desconegut,0,1,0,1,2,"4584770,83","429585,53"
2010S000060,6,Gràcia,61-6-29,el Coll,220903,Móra d'Ebre,0064B0064B,Dimarts,2,Laboral,2010,1,Gener,5,00,Nit,Desconegut,0,0,0,0,1,"4585489,70","428873,31"
2010S005003,6,Gràcia,61-6-30,la Salut,344000,Dalt,0101 0101,Diumenge,7,Laboral,2010,7,Juliol,18,12,Matí,Desconegut,0,2,0,2,2,"4584773,48","429594,91"
2010S007255,6,Gràcia,62-6-31,la Vila de Gràcia,251102,Perill,0010 0014,Dilluns,1,Laboral,2010,10,Octubre,25,18,Tarda,Desconegut,0,1,0,1,2,"4583422,97","429894,58"
2010S004179,6,Gràcia,62-6-31,la Vila de Gràcia,341103,Torrent d'en Vidalet,0035 0035,Dimarts,2,Laboral,2010,6,Juny,15,18,Tarda,Desconegut,0,1,0,1,2,"4584005,99","429680,38"
2010S000623,6,Gràcia,62-6-31,la Vila de Gràcia,206403,Gran de Gràcia,0166 0166,Dimecres,3,Laboral,2010,1,Gener,27,10,Matí,Desconegut,0,1,0,1,2,"4583778,36","429183,80"
2010S004457,6,Gràcia,62-6-31,la Vila de Gràcia,208001,Torrent de l'Olla,0142 0142,Diumenge,7,Laboral,2010,6,Juny,27,16,Tarda,Desconegut,0,1,0,1,2,"4583834,67","429479,59"
2010S006005,6,Gràcia,62-6-31,la Vila de Gràcia,148307,Gràcia,0120 0120,Diumenge,7,Laboral,2010,9,Setembre,5,18,Tarda,Desconegut,0,0,0,0,5,"4583227,36","429679,43"
2010S007184,6,Gràcia,62-6-31,la Vila de Gràcia,243308,Penedès,0015 0015,Dissabte,6,Laboral,2010,10,Octubre,23,01,Nit,Desconegut,0,1,0,1,3,"4583626,86","429650,64"
2010S006317,6,Gràcia,62-6-31,la Vila de Gràcia,51103,Bonavista,0023 0023,Dissabte,6,Laboral,2010,9,Setembre,18,17,Tarda,Desconegut,0,1,0,1,1,"4583336,51","429778,30"
