Número d'expedient,Codi districte,Nom districte,NK barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia de setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció torn,Descripció causa vianant,Número de morts,Número de lesionats lleus,Número de lesionats greus,Número de víctimes,Número de vehicles implicats,Coordenada UTM (Y),Coordenada UTM (X)
2013S003854,1,Ciutat Vella,11-1-1,el Raval,34308,Rambla,0035 0035,Dimarts,2,Laboral,2013,5,Maig,28,09,Matí,Desconegut,0,1,0,1,2,"4581175,22","430995,60"
2013S001614,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,700654,Litoral,9993 9993,Dissabte,6,Laboral,2013,3,Març,2,12,Matí,Desconegut,0,1,0,1,2,"4582096,90","432817,78"
2013S005511,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,700654,Litoral,9993 9993,Diumenge,7,Laboral,2013,7,Juliol,28,19,Tarda,Desconegut,0,1,0,1,2,"4582096,90","432817,78"
2013S002945,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,369204,Zamora,0045 0047,Dimarts,2,Laboral,2013,4,Abril,23,15,Tarda,Desconegut,0,1,0,1,2,"4582758,80","432523,65"
2013S001332,1,Ciutat Vella,11-1-1,el Raval,21306,Arc del Teatre,0015 0015,Dijous,4,Laboral,2013,2,Febrer,21,08,Matí,Desconegut,0,1,0,1,1,"4580997,00","430977,46"
2013S006120,1,Ciutat Vella,11-1-1,el Raval,21306,Arc del Teatre,0069 0069,Dimecres,3,Laboral,2013,8,Agost,28,08,Matí,Desconegut,0,1,0,1,2,"4580715,35","430832,51"
2013S003710,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,700661,Joan Miró,0025 0025,Dijous,4,Laboral,2013,5,Maig,23,20,Tarda,Desconegut,0,2,0,2,2,"4582509,17","432578,90"
2013S004291,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,197302,Marina,0023 0023,Dijous,4,Laboral,2013,6,Juny,13,02,Nit,Desconegut,0,1,0,1,2,"4582158,04","432710,81"
2013S004411,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,62609,Icària,0130 0130,Dilluns,1,Laboral,2013,6,Juny,17,11,Matí,Desconegut,0,1,0,1,1,"4582305,30","432725,57"
2013S005346,1,Ciutat Vella,12-1-2,el Barri Gòtic,82901,Colom,0024 0024,Dilluns,1,Laboral,2013,7,Juliol,22,13,Matí,Desconegut,0,1,0,1,4,"4580982,58","431330,36"
2013S007875,1,Ciutat Vella,12-1-2,el Barri Gòtic,106205,Duc de Medinaceli,0002 0002,Dimecres,3,Laboral,2013,10,Octubre,23,08,Matí,Desconegut,0,1,0,1,2,"4581116,59","431322,68"
2013S005804,1,Ciutat Vella,12-1-2,el Barri Gòtic,112208,Escudellers,0032 0032,Divendres,5,Laboral,2013,8,Agost,9,15,Tarda,Desconegut,0,1,0,1,1,"4581274,91","431173,22"
2013S001175,1,Ciutat Vella,12-1-2,el Barri Gòtic,74404,Catalunya,0017 0017,Divendres,5,Laboral,2013,2,Febrer,15,13,Matí,Desconegut,0,2,0,2,2,"4582009,39","430724,06"
2013S006131,1,Ciutat Vella,12-1-2,el Barri Gòtic,74404,Catalunya,0020 0020,Dijous,4,Laboral,2013,8,Agost,29,11,Matí,Transitar a peu per la calçada,0,1,0,1,1,"4581948,95","430676,86"
2013S002487,1,Ciutat Vella,12-1-2,el Barri Gòtic,269108,Portal de la Pau,9998 9998,Dissabte,6,Laboral,2013,4,Abril,6,21,Tarda,Desconegut,0,1,0,1,2,"4580793,18","431243,02"
2013S001309,1,Ciutat Vella,12-1-2,el Barri Gòtic,701266,Litoral (Llobregat),001020000,Dilluns,1,Laboral,2013,2,Febrer,18,22,Nit,Desconegut,0,1,0,1,2,"4581294,61","431586,98"
2013S006588,1,Ciutat Vella,12-1-2,el Barri Gòtic,701266,Litoral (Llobregat),001040000,Dimecres,3,Laboral,2013,9,Setembre,18,10,Matí,Desconegut,0,3,0,3,2,"4581125,49","431478,93"
2013S000940,1,Ciutat Vella,12-1-2,el Barri Gòtic,177101,Laietana,0011B0011B,Dimecres,3,Laboral,2013,2,Febrer,6,23,Nit,Desconegut,0,2,0,2,2,"4581599,70","431422,48"
2013S001433,1,Ciutat Vella,12-1-2,el Barri Gòtic,177101,Laietana,0015 0015,Diumenge,7,Laboral,2013,2,Febrer,24,16,Tarda,Desconegut,0,2,0,2,2,"4581625,51","431397,15"
2013S006248,1,Ciutat Vella,12-1-2,el Barri Gòtic,18006,Antonio López,9999 9999,Dimecres,3,Laboral,2013,9,Setembre,4,14,Tarda,Desconegut,0,1,0,1,2,"4581398,84","431573,73"
2013S001124,1,Ciutat Vella,11-1-1,el Raval,349207,Universitat,0007 0007,Dimecres,3,Laboral,2013,2,Febrer,13,17,Tarda,Desobeir el senyal del semàfor,0,3,0,3,1,"4581897,76","430149,84"
2013S006085,1,Ciutat Vella,11-1-1,el Raval,34308,Rambla,0075 0075,Diumenge,7,Laboral,2013,8,Agost,25,16,Tarda,Desconegut,0,1,0,1,2,"4581418,63","430839,63"
2013S004046,1,Ciutat Vella,13-1-3,la Barceloneta,224904,Joan Borbó Comte Barcelona,0022 0023,Dimarts,2,Laboral,2013,6,Juny,4,12,Matí,Desconegut,0,1,0,1,2,"4581211,64","432086,66"
2013S004065,1,Ciutat Vella,13-1-3,la Barceloneta,248050,Pau Vila,0014 0014,Dimarts,2,Laboral,2013,6,Juny,4,21,Tarda,Desobeir el senyal del semàfor,0,2,0,2,1,"4581492,30","432010,12"
2013S008097,1,Ciutat Vella,13-1-3,la Barceloneta,700813,Doctor Aiguader,0010 0012,Dimecres,3,Laboral,2013,11,Novembre,13,18,Tarda,Desconegut,0,0,0,0,1,"4581536,90","432076,13"
2013S007983,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",163504,Isabel II,0014B0014B,Divendres,5,Laboral,2013,11,Novembre,8,15,Tarda,Desconegut,0,1,0,1,2,"4581519,65","431716,96"
2013S005640,1,Ciutat Vella,13-1-3,la Barceloneta,298004,Sant Carles,0014 0014,Dijous,4,Laboral,2013,8,Agost,1,22,Nit,Desconegut,0,1,0,1,2,"4581157,44","432205,85"
2013S005663,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",240707,Palau,0019 0019,Divendres,5,Laboral,2013,8,Agost,2,17,Tarda,Desconegut,0,1,0,1,2,"4581492,88","431773,16"
2013S002834,1,Ciutat Vella,12-1-2,el Barri Gòtic,130403,Fontanella,0002 0002,Divendres,5,Laboral,2013,4,Abril,19,17,Tarda,Desobeir el senyal del semàfor,0,2,0,2,1,"4582055,88","430747,55"
2013S006297,1,Ciutat Vella,12-1-2,el Barri Gòtic,130403,Fontanella,0002 0002,Dijous,4,Laboral,2013,9,Setembre,5,14,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,"4582055,88","430747,55"
2013S001538,2,Eixample,21-2-10,Sant Antoni,198804,Paral·lel,0182 0182,Dimecres,3,Laboral,2013,2,Febrer,27,17,Tarda,Desconegut,0,1,0,1,2,"4580754,03","429238,61"
2013S006752,2,Eixample,21-2-10,Sant Antoni,198804,Paral·lel,0206 0206,Dimarts,2,Laboral,2013,9,Setembre,24,17,Tarda,Altres,0,1,0,1,1,"4580762,63","428972,01"
2013S001225,2,Eixample,21-2-10,Sant Antoni,169409,Corts Catalanes,0424 0424,Diumenge,7,Laboral,2013,2,Febrer,17,12,Matí,Desconegut,0,1,0,1,3,"4581008,63","429159,45"
2013S000028,2,Eixample,21-2-10,Sant Antoni,323203,Sepúlveda,0055 0057,Dimecres,3,Laboral,2013,1,Gener,2,16,Tarda,Desconegut,0,0,1,1,1,"4581023,53","429334,42"
2013S002857,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",342900,Trafalgar,0012 0012,Dissabte,6,Laboral,2013,4,Abril,20,17,Tarda,Desconegut,0,1,0,1,2,"4582253,40","431042,73"
2013S007819,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",177101,Laietana,0026 0026,Dissabte,6,Laboral,2013,11,Novembre,2,10,Matí,Desconegut,0,1,0,1,2,"4581769,99","431286,31"
2013S002112,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0521 0521,Dimecres,3,Laboral,2013,3,Març,20,22,Nit,Desconegut,0,1,0,1,2,"4581516,01","429603,72"
2013S000260,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,18505,Aragó,0147 0147,Dissabte,6,Laboral,2013,1,Gener,12,01,Nit,Desconegut,0,2,0,2,2,"4581804,08","429325,12"
2013S001793,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,18505,Aragó,0147 0147,Dissabte,6,Laboral,2013,3,Març,9,10,Matí,Desconegut,0,1,0,1,2,"4581804,08","429325,12"
2013S006053,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,87009,Comte Borrell,0176 0176,Divendres,5,Laboral,2013,8,Agost,23,14,Tarda,Desconegut,0,1,0,1,2,"4581720,32","429284,16"
2013S009385,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,191204,Mallorca,0051 0053,Divendres,5,Laboral,2013,12,Desembre,27,10,Matí,Desconegut,0,1,0,1,2,"4581711,30","428849,32"
2013S001638,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,350308,València,0002 0002,Diumenge,7,Laboral,2013,3,Març,3,14,Tarda,Desconegut,0,1,0,1,1,"4581180,60","428529,83"
2013S006576,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,100800,Diputació,0045B0045B,Dimarts,2,Laboral,2013,9,Setembre,17,18,Tarda,Desobeir el senyal del semàfor,0,2,0,2,1,"4581240,23","429131,50"
2013S002213,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,268003,Provença,0057 0057,Dilluns,1,Laboral,2013,3,Març,25,10,Matí,Desconegut,0,2,0,2,1,"4581801,41","428749,79"
2013S004512,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,361406,Viladomat,0175 0177,Dijous,4,Laboral,2013,6,Juny,20,08,Matí,Desconegut,0,0,1,1,2,"4581605,39","429168,59"
2013S006064,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,54509,Calàbria,0118 0118,Divendres,5,Laboral,2013,8,Agost,23,23,Nit,Desconegut,0,1,0,1,3,"4581372,67","429243,33"
2013S000737,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,110803,Entença,0108 0108,Dimecres,3,Laboral,2013,1,Gener,30,16,Tarda,Desconegut,0,1,0,1,2,"4581339,10","428902,24"
2013S005220,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,18505,Aragó,0041 0041,Dimecres,3,Laboral,2013,7,Juliol,17,20,Tarda,Desconegut,0,1,0,1,2,"4581281,59","428792,63"
2013S008117,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,350308,València,0083 0083,Dijous,4,Laboral,2013,11,Novembre,14,11,Matí,Desconegut,0,1,0,1,2,"4581856,69","429188,79"
2013S006851,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,350308,València,0099 0099,Divendres,5,Laboral,2013,9,Setembre,27,16,Tarda,Desconegut,0,1,0,1,2,"4581904,36","429237,54"
2013S007870,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,191204,Mallorca,0107 0107,Dimarts,2,Laboral,2013,11,Novembre,5,09,Matí,Desconegut,0,1,0,1,2,"4581980,96","429124,52"
2013S006436,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0125 0125,Dijous,4,Laboral,2013,9,Setembre,12,09,Matí,Desconegut,0,1,0,1,2,"4581916,55","429235,06"
2013S008614,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,191204,Mallorca,0055 0055,Divendres,5,Laboral,2013,11,Novembre,29,22,Nit,Desconegut,0,1,0,1,2,"4581753,23","428891,98"
2013S006518,2,Eixample,21-2-10,Sant Antoni,349706,Comte d'Urgell,0012S0012S,Dissabte,6,Laboral,2013,9,Setembre,14,22,Nit,Creuar per fora pas de vianants,0,1,0,1,1,"4581221,07","429931,25"
2013S003412,2,Eixample,21-2-10,Sant Antoni,87009,Comte Borrell,0103 0103,Dissabte,6,Laboral,2013,5,Maig,11,15,Tarda,Desconegut,0,1,0,1,2,"4581247,36","429709,66"
2013S006455,2,Eixample,21-2-10,Sant Antoni,363809,Villarroel,0001 0001,Dijous,4,Laboral,2013,9,Setembre,12,13,Matí,Desconegut,0,1,0,1,2,"4581330,59","430003,26"
2013S007296,2,Eixample,21-2-10,Sant Antoni,54509,Calàbria,0017 0017,Dilluns,1,Laboral,2013,10,Octubre,14,14,Tarda,Desconegut,0,1,0,1,2,"4580817,65","429755,66"
2013S005494,2,Eixample,21-2-10,Sant Antoni,169409,Corts Catalanes,0504 0504,Dissabte,6,Laboral,2013,7,Juliol,27,16,Tarda,Desconegut,0,1,0,1,2,"4581391,27","429557,04"
2013S009021,2,Eixample,21-2-10,Sant Antoni,169409,Corts Catalanes,0520 0520,Divendres,5,Laboral,2013,12,Desembre,13,23,Nit,Desconegut,0,1,0,1,2,"4581476,63","429637,42"
2013S003991,2,Eixample,21-2-10,Sant Antoni,169409,Corts Catalanes,0522 0522,Diumenge,7,Laboral,2013,6,Juny,2,11,Matí,Desconegut,0,1,0,1,2,"4581480,03","429640,96"
2013S006678,2,Eixample,21-2-10,Sant Antoni,361406,Viladomat,0061 0061,Divendres,5,Laboral,2013,9,Setembre,20,20,Tarda,Desconegut,0,2,0,2,2,"4581048,37","429717,31"
2013S002654,2,Eixample,21-2-10,Sant Antoni,361406,Viladomat,0039 0039,Divendres,5,Laboral,2013,4,Abril,12,21,Tarda,Desconegut,0,1,0,1,2,"4580915,63","429846,94"
2013S001394,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,87009,Comte Borrell,0309 0309,Divendres,5,Laboral,2013,2,Febrer,22,19,Tarda,Desconegut,0,1,0,1,1,"4582388,23","428578,38"
2013S001743,2,Eixample,21-2-10,Sant Antoni,169409,Corts Catalanes,0524 0526,Dijous,4,Laboral,2013,3,Març,7,23,Nit,Desobeir el senyal del semàfor,0,2,0,2,1,"4581530,26","429692,19"
2013S009389,2,Eixample,21-2-10,Sant Antoni,349706,Comte d'Urgell,0012 0012,Divendres,5,Laboral,2013,12,Desembre,27,13,Matí,Desconegut,0,1,0,1,2,"4581213,29","429967,50"
2013S003417,2,Eixample,21-2-10,Sant Antoni,169409,Corts Catalanes,0562 0562,Dissabte,6,Laboral,2013,5,Maig,11,21,Tarda,Desconegut,0,1,0,1,2,"4581708,08","429874,10"
2013S006704,2,Eixample,21-2-10,Sant Antoni,169409,Corts Catalanes,0564 0564,Diumenge,7,Laboral,2013,9,Setembre,22,02,Nit,Altres,0,1,0,1,1,"4581715,53","429881,63"
2013S007003,2,Eixample,21-2-10,Sant Antoni,169409,Corts Catalanes,0576 0576,Dijous,4,Laboral,2013,10,Octubre,3,15,Tarda,Desconegut,0,1,0,1,2,"4581762,08","429928,60"
2013S000384,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,245802,París,0077 0077,Dijous,4,Laboral,2013,1,Gener,17,17,Tarda,Desconegut,0,1,0,1,2,"4582200,80","428576,39"
2013S000439,2,Eixample,21-2-10,Sant Antoni,323203,Sepúlveda,0171 0171,Dissabte,6,Laboral,2013,1,Gener,19,20,Tarda,Desconegut,0,1,0,1,2,"4581642,53","429965,88"
2013S006638,2,Eixample,21-2-10,Sant Antoni,308709,Sant Pau,0065 0065,Dijous,4,Laboral,2013,9,Setembre,19,18,Tarda,Desconegut,0,0,0,0,2,"4581051,72","430080,37"
2013S006039,2,Eixample,21-2-10,Sant Antoni,70607,Casanova,0009 0009,Dijous,4,Laboral,2013,8,Agost,22,14,Tarda,Desconegut,0,0,0,0,2,"4581535,25","429990,21"
2013S004258,2,Eixample,24-2-7,la Dreta de l'Eixample,305100,Sant Joan,0089 0089,Dimarts,2,Laboral,2013,6,Juny,11,15,Tarda,Desconegut,0,1,0,1,2,"4583320,26","430652,47"
2013S008412,2,Eixample,24-2-7,la Dreta de l'Eixample,289105,Rosselló,0306 0306,Diumenge,7,Laboral,2013,11,Novembre,24,03,Nit,Desconegut,0,1,0,1,2,"4583565,53","430387,33"
2013S001272,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,245802,París,0149 0149,Dimarts,2,Laboral,2013,2,Febrer,19,14,Tarda,Desconegut,0,1,0,1,2,"4582568,62","428958,63"
2013S006367,2,Eixample,24-2-7,la Dreta de l'Eixample,191204,Mallorca,0285 0285,Diumenge,7,Laboral,2013,9,Setembre,8,19,Tarda,Desconegut,0,1,0,1,2,"4583066,22","430229,71"
2013S007349,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,180208,Londres,0059 0059,Dimecres,3,Laboral,2013,10,Octubre,16,15,Tarda,Desconegut,0,2,0,2,2,"4582576,52","428769,90"
2013S000666,2,Eixample,24-2-7,la Dreta de l'Eixample,191204,Mallorca,0312 0312,Dilluns,1,Laboral,2013,1,Gener,28,10,Matí,Desobeir el senyal del semàfor,0,1,0,1,1,"4583199,62","430397,05"
2013S001411,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0282 0284,Dissabte,6,Laboral,2013,2,Febrer,23,06,Matí,Desconegut,0,0,0,0,1,"4582612,74","428610,49"
2013S007539,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0286 0286,Dimecres,3,Laboral,2013,10,Octubre,23,11,Matí,Desconegut,0,1,0,1,2,"4582620,96","428588,76"
2013S009402,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,0201 0203,Divendres,5,Laboral,2013,12,Desembre,27,19,Tarda,Desconegut,0,1,0,1,1,"4582362,09","428993,37"
2013S006990,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,51205,Buenos Aires,0025 0025,Dijous,4,Laboral,2013,10,Octubre,3,10,Matí,Desconegut,0,1,0,1,2,"4582569,60","428570,39"
2013S001345,2,Eixample,24-2-7,la Dreta de l'Eixample,18505,Aragó,0323 0323,Dijous,4,Laboral,2013,2,Febrer,21,16,Tarda,Desconegut,0,2,0,2,2,"4583077,21","430617,45"
2013S007749,2,Eixample,24-2-7,la Dreta de l'Eixample,49509,Bruc,0152 0152,Dimecres,3,Laboral,2013,10,Octubre,30,18,Tarda,Desconegut,0,1,0,1,2,"4583289,08","430173,66"
2013S001603,2,Eixample,24-2-7,la Dreta de l'Eixample,268003,Provença,0345 0349,Divendres,5,Laboral,2013,3,Març,1,18,Tarda,Desconegut,0,1,0,1,2,"4583547,90","430529,61"
2013S000804,2,Eixample,24-2-7,la Dreta de l'Eixample,289105,Rosselló,0262 0262,Divendres,5,Laboral,2013,2,Febrer,1,18,Tarda,Desconegut,0,1,0,1,2,"4583293,89","430109,69"
2013S002505,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,0148 0148,Dilluns,1,Laboral,2013,4,Abril,8,08,Matí,Desconegut,0,1,0,1,1,"4582091,81","429288,34"
2013S000507,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,0172 0174,Dimarts,2,Laboral,2013,1,Gener,22,12,Matí,Desconegut,0,1,0,1,2,"4582421,08","428966,35"
2013S000424,2,Eixample,24-2-7,la Dreta de l'Eixample,289105,Rosselló,0294B0294B,Dissabte,6,Laboral,2013,1,Gener,19,01,Nit,Desconegut,0,0,0,0,2,"4583485,97","430315,72"
2013S007182,2,Eixample,24-2-7,la Dreta de l'Eixample,289105,Rosselló,0294B0294B,Dijous,4,Laboral,2013,10,Octubre,10,09,Matí,Desconegut,0,1,0,1,2,"4583485,97","430315,72"
2013S008843,2,Eixample,24-2-7,la Dreta de l'Eixample,18505,Aragó,0367 0367,Diumenge,7,Laboral,2013,12,Desembre,8,19,Tarda,Desconegut,0,3,0,3,2,"4583292,41","430836,87"
2013S008883,2,Eixample,24-2-7,la Dreta de l'Eixample,18505,Aragó,0371 0371,Dimarts,2,Laboral,2013,12,Desembre,10,07,Matí,Desconegut,0,1,0,1,3,"4583304,95","430849,64"
2013S004050,2,Eixample,24-2-7,la Dreta de l'Eixample,18505,Aragó,0375 0375,Dimarts,2,Laboral,2013,6,Juny,4,14,Tarda,Desconegut,0,1,0,1,1,"4583343,05","430886,59"
2013S008538,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,70607,Casanova,0224 0226,Dijous,4,Laboral,2013,11,Novembre,28,10,Matí,Desconegut,0,1,0,1,2,"4582656,57","428924,28"
2013S001125,2,Eixample,24-2-7,la Dreta de l'Eixample,144601,Diagonal,0311 0311,Dimecres,3,Laboral,2013,2,Febrer,13,17,Tarda,Desconegut,0,1,0,1,3,"4583449,80","430854,60"
2013S000221,2,Eixample,24-2-7,la Dreta de l'Eixample,286504,Roger de Flor,0167 0167,Dijous,4,Laboral,2013,1,Gener,10,19,Tarda,Desconegut,0,1,0,1,2,"4583331,89","430850,31"
2013S003556,2,Eixample,24-2-7,la Dreta de l'Eixample,191204,Mallorca,0344 0344,Divendres,5,Laboral,2013,5,Maig,17,09,Matí,Desconegut,0,1,0,1,2,"4583512,32","430719,71"
2013S006174,2,Eixample,24-2-7,la Dreta de l'Eixample,350308,València,0372 0374,Dissabte,6,Laboral,2013,8,Agost,31,22,Nit,Desconegut,0,1,0,1,2,"4583425,40","430819,97"
2013S003514,2,Eixample,24-2-7,la Dreta de l'Eixample,222002,Mossèn Jacint Verdaguer,9999 9999,Dimecres,3,Laboral,2013,5,Maig,15,18,Tarda,Desconegut,0,1,0,1,2,"4583390,02","430612,63"
2013S000458,2,Eixample,24-2-7,la Dreta de l'Eixample,222002,Mossèn Jacint Verdaguer,9999 9999,Diumenge,7,Laboral,2013,1,Gener,20,17,Tarda,Desconegut,0,1,0,1,2,"4583390,02","430612,63"
2013S004164,2,Eixample,24-2-7,la Dreta de l'Eixample,222002,Mossèn Jacint Verdaguer,9999 9999,Divendres,5,Laboral,2013,6,Juny,7,15,Tarda,Desconegut,0,1,0,1,2,"4583390,02","430612,63"
2013S002346,2,Eixample,24-2-7,la Dreta de l'Eixample,268003,Provença,0370 0370,Dilluns,1,Laboral,2013,4,Abril,1,22,Nit,Desconegut,0,1,0,1,2,"4583524,35","430539,84"
2013S003537,2,Eixample,24-2-7,la Dreta de l'Eixample,144601,Diagonal,0333 0333,Dijous,4,Laboral,2013,5,Maig,16,12,Matí,Desconegut,0,1,0,1,2,"4583352,39","430555,48"
2013S004129,2,Eixample,24-2-7,la Dreta de l'Eixample,144601,Diagonal,0333 0333,Dijous,4,Laboral,2013,6,Juny,6,14,Tarda,Desconegut,0,1,0,1,2,"4583352,39","430555,48"
2013S000352,2,Eixample,24-2-7,la Dreta de l'Eixample,144601,Diagonal,0335 0335,Dimecres,3,Laboral,2013,1,Gener,16,13,Matí,Desconegut,0,1,0,1,2,"4583324,92","430469,73"
2013S006807,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,102805,Doctor Letamendi,0011 0011,Dijous,4,Laboral,2013,9,Setembre,26,14,Tarda,Desconegut,0,0,0,0,1,"4582231,51","429808,26"
2013S001364,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,23403,Aribau,0013 0013,Divendres,5,Laboral,2013,2,Febrer,22,01,Nit,Desconegut,0,1,0,1,2,"4581974,18","429934,84"
2013S004776,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,268003,Provença,0230 0230,Dilluns,1,Laboral,2013,7,Juliol,1,13,Matí,Desconegut,0,1,0,1,2,"4582541,31","429535,25"
2013S006123,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,0571 0571,Dimecres,3,Laboral,2013,8,Agost,28,13,Matí,Desconegut,0,0,0,0,2,"4581837,28","429932,12"
2013S000743,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,23403,Aribau,0089 0089,Dimecres,3,Laboral,2013,1,Gener,30,19,Tarda,Desconegut,0,1,0,1,2,"4582357,28","429560,26"
2013S002889,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent,0247 0247,Dilluns,1,Laboral,2013,4,Abril,22,14,Tarda,Desconegut,0,1,0,1,2,"4581982,78","429698,04"
2013S005170,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,350308,València,0185 0185,Dimarts,2,Laboral,2013,7,Juliol,16,10,Matí,Desconegut,0,1,0,1,1,"4582313,04","429653,72"
2013S001105,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,18505,Aragó,0185 0185,Dimecres,3,Laboral,2013,2,Febrer,13,09,Matí,Desconegut,0,1,0,1,2,"4582128,79","429649,57"
2013S003942,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,191204,Mallorca,0154 0154,Divendres,5,Laboral,2013,5,Maig,31,13,Matí,Desconegut,0,1,0,1,2,"4582154,27","429331,35"
2013S008731,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,89004,Consell de Cent,0074 0074,Dimecres,3,Laboral,2013,12,Desembre,4,12,Matí,Desconegut,0,1,0,1,2,"4581206,02","428937,03"
2013S007727,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,32700,Balmes,0061 0061,Dimecres,3,Laboral,2013,10,Octubre,30,08,Matí,Desconegut,0,1,0,1,2,"4582384,19","429899,83"
2013S008938,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,0535 0537,Dimecres,3,Laboral,2013,12,Desembre,11,20,Tarda,Desconegut,0,1,0,1,2,"4581608,35","429698,25"
2013S002791,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0401 0401,Dijous,4,Laboral,2013,4,Abril,18,16,Tarda,Desconegut,0,4,0,4,3,"4580949,53","429025,16"
2013S007724,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,100800,Diputació,0022 0022,Dimarts,2,Laboral,2013,10,Octubre,29,20,Tarda,Desconegut,0,2,0,2,2,"4581040,16","428965,44"
2013S008210,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,23403,Aribau,0127 0127,Dissabte,6,Laboral,2013,11,Novembre,16,22,Nit,Desconegut,0,2,0,2,2,"4582579,06","429338,69"
2013S000817,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,23403,Aribau,0054 0054,Dissabte,6,Laboral,2013,2,Febrer,2,14,Tarda,Desconegut,0,1,0,1,2,"4582176,58","429767,20"
2013S002146,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,331507,Tarragona,0068U0068U,Divendres,5,Laboral,2013,3,Març,22,13,Matí,Desconegut,0,1,0,1,2,"4580828,81","428839,67"
2013S003313,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,362001,Vilamarí,0047 0047,Dimarts,2,Laboral,2013,5,Maig,7,18,Tarda,Desconegut,0,4,0,4,3,"4580991,27","429025,15"
2013S004139,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent,0262 0262,Dijous,4,Laboral,2013,6,Juny,6,19,Tarda,Desconegut,0,1,0,1,2,"4582137,98","429887,89"
2013S009025,2,Eixample,23-2-8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent,0264 0264,Dissabte,6,Laboral,2013,12,Desembre,14,06,Matí,Desconegut,0,0,1,1,1,"4582147,95","429897,88"
